Date,Location,Rainfall_mm,WaterLevel_m,SoilMoisture_pct,Elevation_m,FloodOccurrence
2016-05-04,Quezon City,9.9,1.4,20.8,43,0
2016-05-04,Marikina,7.7,1.3,16.1,15,0
2016-05-04,Manila,0.9,2.3,19.1,5,0
2016-05-04,Pasig,13.2,0.5,19.1,5,0
2016-05-05,Quezon City,3.9,0.5,11.1,43,0
2016-05-05,Marikina,1.0,0.5,14.2,15,0
2016-05-05,Manila,3.0,0.5,5.0,5,0
2016-05-05,Pasig,17.7,1.3,28.6,5,0
2016-05-06,Quezon City,2.5,0.5,24.5,43,0
2016-05-06,Marikina,10.1,0.6,17.4,15,0
2016-05-06,Manila,10.3,0.7,18.3,5,0
2016-05-06,Pasig,11.0,1.4,15.4,5,0
2016-05-07,Quezon City,17.1,1.1,14.0,43,0
2016-05-07,Marikina,5.0,3.2,19.4,15,0
2016-05-07,Manila,6.7,1.0,13.1,5,0
2016-05-07,Pasig,12.2,2.4,19.3,5,0
2016-05-08,Quezon City,7.1,0.5,16.5,43,0
2016-05-08,Marikina,13.3,3.3,17.6,15,0
2016-05-08,Manila,6.9,1.1,9.6,5,0
2016-05-08,Pasig,3.5,0.5,5.0,5,0
2016-05-09,Quezon City,4.7,1.0,17.1,43,0
2016-05-09,Marikina,13.9,1.8,19.5,15,0
2016-05-09,Manila,5.1,1.2,18.5,5,0
2016-05-09,Pasig,10.8,0.5,20.8,5,0
2016-05-10,Quezon City,8.2,0.7,10.7,43,0
2016-05-10,Marikina,4.2,0.5,10.6,15,0
2016-05-10,Manila,12.9,0.5,16.5,5,0
2016-05-10,Pasig,13.4,1.2,21.4,5,0
2016-05-11,Quezon City,4.5,0.5,8.4,43,0
2016-05-11,Marikina,14.9,0.5,16.5,15,0
2016-05-11,Manila,7.5,1.0,14.0,5,0
2016-05-11,Pasig,20.6,2.1,13.8,5,0
2016-05-12,Quezon City,16.6,2.9,27.3,43,0
2016-05-12,Marikina,9.8,1.8,12.4,15,0
2016-05-12,Manila,12.5,4.0,21.6,5,0
2016-05-12,Pasig,11.1,0.5,13.0,5,0
2016-05-13,Quezon City,8.2,1.0,11.5,43,0
2016-05-13,Marikina,4.1,0.5,17.7,15,0
2016-05-13,Manila,8.4,1.0,12.6,5,0
2016-05-13,Pasig,14.9,1.2,13.1,5,0
2016-05-14,Quezon City,4.3,1.3,9.8,43,0
2016-05-14,Marikina,10.1,0.8,16.0,15,0
2016-05-14,Manila,14.2,0.8,18.4,5,0
2016-05-14,Pasig,0.4,0.6,9.5,5,0
2016-05-15,Quezon City,4.1,0.6,12.5,43,0
2016-05-15,Marikina,4.9,0.5,10.9,15,0
2016-05-15,Manila,9.3,1.5,14.7,5,0
2016-05-15,Pasig,2.1,0.5,5.0,5,0
2016-05-16,Quezon City,2.1,1.7,8.8,43,0
2016-05-16,Marikina,10.6,0.7,16.8,15,0
2016-05-16,Manila,30.6,2.0,28.7,5,1
2016-05-16,Pasig,1.8,1.5,15.0,5,0
2016-05-17,Quezon City,14.7,3.1,11.4,43,0
2016-05-17,Marikina,3.8,0.5,15.1,15,0
2016-05-17,Manila,2.1,0.5,11.3,5,0
2016-05-17,Pasig,14.1,0.5,14.5,5,0
2016-05-18,Quezon City,2.9,0.5,10.3,43,0
2016-05-18,Marikina,0.3,0.5,9.2,15,0
2016-05-18,Manila,8.4,1.4,14.3,5,0
2016-05-18,Pasig,2.8,0.5,17.0,5,0
2016-05-19,Quezon City,22.8,2.9,24.8,43,0
2016-05-19,Marikina,6.3,1.6,10.3,15,0
2016-05-19,Manila,4.4,0.5,6.0,5,0
2016-05-19,Pasig,9.4,1.6,15.0,5,0
2016-05-20,Quezon City,13.5,0.5,8.7,43,0
2016-05-20,Marikina,7.7,0.5,5.6,15,0
2016-05-20,Manila,8.1,1.0,14.2,5,0
2016-05-20,Pasig,2.6,0.6,8.2,5,0
2016-05-21,Quezon City,3.4,0.6,6.1,43,0
2016-05-21,Marikina,12.0,0.5,21.7,15,0
2016-05-21,Manila,15.1,2.0,16.4,5,0
2016-05-21,Pasig,16.5,0.6,17.9,5,0
2016-05-22,Quezon City,7.4,0.9,5.7,43,0
2016-05-22,Marikina,29.4,3.8,24.7,15,0
2016-05-22,Manila,4.9,2.0,5.0,5,0
2016-05-22,Pasig,2.1,0.7,9.7,5,0
2016-05-23,Quezon City,11.0,1.6,7.5,43,0
2016-05-23,Marikina,29.4,3.1,17.9,15,0
2016-05-23,Manila,8.6,0.9,16.4,5,0
2016-05-23,Pasig,4.8,0.5,14.8,5,0
2016-05-24,Quezon City,14.9,2.0,12.7,43,0
2016-05-24,Marikina,22.1,2.8,22.8,15,0
2016-05-24,Manila,7.1,1.3,7.3,5,0
2016-05-24,Pasig,15.4,1.4,15.4,5,0
2016-05-25,Quezon City,3.9,0.5,22.4,43,0
2016-05-25,Marikina,6.2,0.5,9.9,15,0
2016-05-25,Manila,1.7,1.2,5.0,5,0
2016-05-25,Pasig,4.6,1.8,16.3,5,0
2016-05-26,Quezon City,2.6,0.5,11.4,43,0
2016-05-26,Marikina,6.0,0.5,16.4,15,0
2016-05-26,Manila,28.8,3.0,32.5,5,0
2016-05-26,Pasig,3.8,1.8,5.2,5,0
2016-05-27,Quezon City,6.0,0.6,5.7,43,0
2016-05-27,Marikina,2.6,0.5,13.1,15,0
2016-05-27,Manila,11.5,1.3,5.0,5,0
2016-05-27,Pasig,11.5,2.2,17.8,5,0
2016-05-28,Quezon City,14.1,1.7,8.2,43,0
2016-05-28,Marikina,5.5,1.2,12.3,15,0
2016-05-28,Manila,0.3,0.5,5.0,5,0
2016-05-28,Pasig,13.5,1.1,11.0,5,0
2016-05-29,Quezon City,18.0,0.8,25.0,43,0
2016-05-29,Marikina,5.7,2.0,15.2,15,0
2016-05-29,Manila,1.4,0.5,11.1,5,0
2016-05-29,Pasig,4.0,1.0,14.6,5,0
2016-05-30,Quezon City,9.0,0.5,17.8,43,0
2016-05-30,Marikina,17.1,1.7,13.6,15,0
2016-05-30,Manila,3.6,0.5,14.8,5,0
2016-05-30,Pasig,12.3,2.0,20.6,5,0
2016-05-31,Quezon City,7.9,1.2,17.3,43,0
2016-05-31,Marikina,15.0,0.5,14.4,15,0
2016-05-31,Manila,2.7,1.0,13.5,5,0
2016-05-31,Pasig,11.7,0.5,24.2,5,0
2016-06-01,Quezon City,7.9,1.6,17.4,43,0
2016-06-01,Marikina,6.6,0.6,12.9,15,0
2016-06-01,Manila,11.6,1.7,20.3,5,0
2016-06-01,Pasig,12.0,3.0,16.2,5,0
2016-06-02,Quezon City,8.6,0.5,16.8,43,0
2016-06-02,Marikina,0.7,0.5,15.8,15,0
2016-06-02,Manila,3.4,1.0,17.0,5,0
2016-06-02,Pasig,13.6,1.4,10.0,5,0
2016-06-03,Quezon City,4.8,0.5,7.3,43,0
2016-06-03,Marikina,1.9,0.5,16.5,15,0
2016-06-03,Manila,7.4,0.5,11.0,5,0
2016-06-03,Pasig,3.0,0.8,17.7,5,0
2016-06-04,Quezon City,7.4,2.2,19.3,43,0
2016-06-04,Marikina,6.2,0.5,6.5,15,0
2016-06-04,Manila,5.4,0.5,14.4,5,0
2016-06-04,Pasig,8.5,2.4,10.5,5,0
2016-06-05,Quezon City,5.0,0.5,5.0,43,0
2016-06-05,Marikina,1.9,0.5,7.7,15,0
2016-06-05,Manila,7.5,0.8,14.8,5,0
2016-06-05,Pasig,4.5,0.5,13.1,5,0
2016-06-06,Quezon City,9.6,2.3,23.2,43,0
2016-06-06,Marikina,2.4,1.4,15.3,15,0
2016-06-06,Manila,16.7,0.8,12.7,5,0
2016-06-06,Pasig,16.8,1.5,19.8,5,0
2016-06-07,Quezon City,10.3,2.2,20.4,43,0
2016-06-07,Marikina,6.9,0.5,13.2,15,0
2016-06-07,Manila,17.9,0.9,17.3,5,0
2016-06-07,Pasig,7.5,1.6,13.1,5,0
2016-06-08,Quezon City,5.8,0.6,5.0,43,0
2016-06-08,Marikina,7.8,1.5,7.4,15,0
2016-06-08,Manila,5.5,0.9,14.1,5,0
2016-06-08,Pasig,12.6,0.6,12.4,5,0
2016-06-09,Quezon City,3.7,2.1,7.7,43,0
2016-06-09,Marikina,6.5,0.9,10.3,15,0
2016-06-09,Manila,12.0,0.5,18.4,5,0
2016-06-09,Pasig,9.7,1.9,19.2,5,0
2016-06-10,Quezon City,4.3,0.6,12.3,43,0
2016-06-10,Marikina,14.3,0.5,13.2,15,0
2016-06-10,Manila,10.5,3.2,18.9,5,0
2016-06-10,Pasig,4.4,2.2,9.2,5,0
2016-06-11,Quezon City,28.9,2.4,20.6,43,0
2016-06-11,Marikina,1.3,0.5,10.8,15,0
2016-06-11,Manila,8.2,1.1,10.7,5,0
2016-06-11,Pasig,6.1,1.4,6.8,5,0
2016-06-12,Quezon City,6.7,1.2,12.0,43,0
2016-06-12,Marikina,3.3,1.3,14.5,15,0
2016-06-12,Manila,6.4,0.7,10.1,5,0
2016-06-12,Pasig,1.6,0.5,5.0,5,0
2016-06-13,Quezon City,11.8,0.5,18.6,43,0
2016-06-13,Marikina,2.3,0.5,10.0,15,0
2016-06-13,Manila,9.5,1.4,29.7,5,0
2016-06-13,Pasig,15.1,2.1,19.7,5,0
2016-06-14,Quezon City,29.9,2.0,19.3,43,0
2016-06-14,Marikina,12.3,0.9,14.1,15,0
2016-06-14,Manila,16.4,1.4,22.8,5,0
2016-06-14,Pasig,11.4,0.8,14.6,5,0
2016-06-15,Quezon City,35.9,3.4,30.1,43,1
2016-06-15,Marikina,5.1,2.6,17.7,15,0
2016-06-15,Manila,1.7,1.3,5.0,5,0
2016-06-15,Pasig,17.2,1.7,5.4,5,0
2016-06-16,Quezon City,10.6,1.3,19.9,43,0
2016-06-16,Marikina,3.7,0.5,7.4,15,0
2016-06-16,Manila,3.4,0.5,15.0,5,0
2016-06-16,Pasig,9.5,0.9,13.3,5,0
2016-06-17,Quezon City,39.3,2.8,24.1,43,1
2016-06-17,Marikina,15.0,3.3,18.9,15,0
2016-06-17,Manila,11.0,0.5,17.4,5,0
2016-06-17,Pasig,7.2,0.5,7.0,5,0
2016-06-18,Quezon City,4.2,0.5,11.8,43,0
2016-06-18,Marikina,16.0,1.8,15.0,15,0
2016-06-18,Manila,18.7,0.8,16.9,5,0
2016-06-18,Pasig,4.6,0.5,9.2,5,0
2016-06-19,Quezon City,5.0,1.8,5.0,43,0
2016-06-19,Marikina,16.3,0.5,21.4,15,0
2016-06-19,Manila,7.1,1.0,13.5,5,0
2016-06-19,Pasig,22.4,3.7,23.5,5,0
2016-06-20,Quezon City,13.8,0.5,20.8,43,0
2016-06-20,Marikina,8.7,1.6,21.4,15,0
2016-06-20,Manila,5.8,0.9,10.5,5,0
2016-06-20,Pasig,9.8,2.1,23.4,5,0
2016-06-21,Quezon City,9.6,0.9,19.5,43,0
2016-06-21,Marikina,2.7,0.5,7.1,15,0
2016-06-21,Manila,3.1,1.2,7.6,5,0
2016-06-21,Pasig,7.4,2.3,9.2,5,0
2016-06-22,Quezon City,12.1,2.1,21.2,43,0
2016-06-22,Marikina,3.1,0.9,12.4,15,0
2016-06-22,Manila,2.8,0.5,6.9,5,0
2016-06-22,Pasig,13.7,0.5,21.1,5,0
2016-06-23,Quezon City,12.4,0.5,19.3,43,0
2016-06-23,Marikina,21.4,0.6,22.4,15,0
2016-06-23,Manila,9.0,1.6,13.2,5,0
2016-06-23,Pasig,6.6,1.0,15.0,5,0
2016-06-24,Quezon City,11.7,2.3,8.2,43,0
2016-06-24,Marikina,4.1,0.5,7.0,15,0
2016-06-24,Manila,8.1,0.5,13.4,5,0
2016-06-24,Pasig,13.2,2.6,19.7,5,0
2016-06-25,Quezon City,11.1,2.1,21.0,43,0
2016-06-25,Marikina,10.7,1.1,16.1,15,0
2016-06-25,Manila,6.3,0.5,21.0,5,0
2016-06-25,Pasig,5.2,0.5,14.4,5,0
2016-06-26,Quezon City,13.1,1.2,21.0,43,0
2016-06-26,Marikina,4.8,2.0,7.1,15,0
2016-06-26,Manila,28.5,1.5,24.3,5,0
2016-06-26,Pasig,15.3,3.2,23.8,5,0
2016-06-27,Quezon City,12.5,2.2,11.9,43,0
2016-06-27,Marikina,11.8,2.0,23.7,15,0
2016-06-27,Manila,11.3,0.5,18.0,5,0
2016-06-27,Pasig,47.8,3.6,35.1,5,1
2016-06-28,Quezon City,11.1,0.5,14.5,43,0
2016-06-28,Marikina,17.8,1.3,18.5,15,0
2016-06-28,Manila,9.7,1.3,11.1,5,0
2016-06-28,Pasig,14.6,0.7,20.4,5,0
2016-06-29,Quezon City,4.9,1.3,13.7,43,0
2016-06-29,Marikina,8.1,0.6,16.3,15,0
2016-06-29,Manila,5.6,0.5,11.8,5,0
2016-06-29,Pasig,7.2,0.5,5.9,5,0
2016-06-30,Quezon City,5.7,0.5,6.8,43,0
2016-06-30,Marikina,5.6,1.9,11.0,15,0
2016-06-30,Manila,2.9,0.5,14.4,5,0
2016-06-30,Pasig,5.9,0.5,8.3,5,0
2016-07-01,Quezon City,7.4,1.0,11.9,43,0
2016-07-01,Marikina,9.6,0.5,28.3,15,0
2016-07-01,Manila,14.5,0.6,16.8,5,0
2016-07-01,Pasig,15.7,0.5,15.1,5,0
2016-07-02,Quezon City,0.5,0.9,19.4,43,0
2016-07-02,Marikina,11.8,2.4,17.7,15,0
2016-07-02,Manila,9.2,1.8,13.2,5,0
2016-07-02,Pasig,8.0,0.5,7.0,5,0
2016-07-03,Quezon City,2.0,0.5,15.8,43,0
2016-07-03,Marikina,1.5,0.5,6.1,15,0
2016-07-03,Manila,10.8,2.7,24.9,5,0
2016-07-03,Pasig,32.4,1.1,25.4,5,1
2016-07-04,Quezon City,15.2,0.5,18.7,43,0
2016-07-04,Marikina,5.1,1.0,8.4,15,0
2016-07-04,Manila,5.9,0.8,7.4,5,0
2016-07-04,Pasig,18.9,2.0,16.9,5,0
2016-07-05,Quezon City,4.0,0.9,9.3,43,0
2016-07-05,Marikina,3.1,0.5,15.0,15,0
2016-07-05,Manila,12.3,2.5,18.8,5,0
2016-07-05,Pasig,4.9,0.5,14.7,5,0
2016-07-06,Quezon City,6.8,0.5,8.7,43,0
2016-07-06,Marikina,10.4,2.6,14.3,15,0
2016-07-06,Manila,7.1,0.5,5.0,5,0
2016-07-06,Pasig,5.4,0.5,19.6,5,0
2016-07-07,Quezon City,3.0,0.5,15.3,43,0
2016-07-07,Marikina,12.1,1.3,35.7,15,0
2016-07-07,Manila,5.4,0.8,11.3,5,0
2016-07-07,Pasig,8.0,1.0,11.9,5,0
2016-07-08,Quezon City,3.8,0.5,9.8,43,0
2016-07-08,Marikina,5.8,0.9,19.2,15,0
2016-07-08,Manila,5.8,2.4,16.3,5,0
2016-07-08,Pasig,7.3,2.3,17.0,5,0
2016-07-09,Quezon City,9.3,0.9,13.7,43,0
2016-07-09,Marikina,8.9,1.6,15.7,15,0
2016-07-09,Manila,2.0,0.5,15.3,5,0
2016-07-09,Pasig,3.8,1.4,16.7,5,0
2016-07-10,Quezon City,17.0,1.5,15.5,43,0
2016-07-10,Marikina,1.6,0.5,8.8,15,0
2016-07-10,Manila,2.9,0.5,13.1,5,0
2016-07-10,Pasig,8.9,3.0,5.0,5,0
2016-07-11,Quezon City,6.2,2.1,15.4,43,0
2016-07-11,Marikina,3.6,0.5,20.5,15,0
2016-07-11,Manila,12.8,0.7,12.3,5,0
2016-07-11,Pasig,5.4,0.8,7.4,5,0
2016-07-12,Quezon City,25.0,2.4,12.9,43,0
2016-07-12,Marikina,2.3,0.5,21.1,15,0
2016-07-12,Manila,3.4,0.5,18.0,5,0
2016-07-12,Pasig,12.4,3.1,17.2,5,0
2016-07-13,Quezon City,14.7,0.5,9.1,43,0
2016-07-13,Marikina,7.6,0.5,14.3,15,0
2016-07-13,Manila,7.7,1.4,21.4,5,0
2016-07-13,Pasig,8.8,0.5,13.3,5,0
2016-07-14,Quezon City,12.7,0.5,6.8,43,0
2016-07-14,Marikina,5.9,0.5,22.4,15,0
2016-07-14,Manila,13.3,0.9,22.1,5,0
2016-07-14,Pasig,7.7,1.9,20.5,5,0
2016-07-15,Quezon City,5.4,0.5,5.1,43,0
2016-07-15,Marikina,5.7,1.1,15.6,15,0
2016-07-15,Manila,11.7,0.8,6.5,5,0
2016-07-15,Pasig,9.6,0.9,17.0,5,0
2016-07-16,Quezon City,5.4,0.5,15.0,43,0
2016-07-16,Marikina,8.7,0.7,16.6,15,0
2016-07-16,Manila,4.6,0.6,15.4,5,0
2016-07-16,Pasig,5.1,0.5,13.7,5,0
2016-07-17,Quezon City,18.1,3.0,21.2,43,0
2016-07-17,Marikina,2.2,0.5,7.6,15,0
2016-07-17,Manila,1.3,0.5,7.9,5,0
2016-07-17,Pasig,2.7,0.5,9.4,5,0
2016-07-18,Quezon City,6.6,1.0,5.7,43,0
2016-07-18,Marikina,25.6,2.9,22.9,15,0
2016-07-18,Manila,6.8,1.4,14.5,5,0
2016-07-18,Pasig,2.5,2.2,19.8,5,0
2016-07-19,Quezon City,10.8,1.6,19.3,43,0
2016-07-19,Marikina,9.9,0.8,13.7,15,0
2016-07-19,Manila,18.3,2.1,18.2,5,0
2016-07-19,Pasig,8.0,1.5,20.1,5,0
2016-07-20,Quezon City,1.3,0.5,10.2,43,0
2016-07-20,Marikina,3.9,1.7,18.3,15,0
2016-07-20,Manila,5.6,1.6,21.0,5,0
2016-07-20,Pasig,4.5,0.9,14.1,5,0
2016-07-21,Quezon City,2.9,0.5,13.7,43,0
2016-07-21,Marikina,2.9,1.8,10.0,15,0
2016-07-21,Manila,5.6,0.5,11.8,5,0
2016-07-21,Pasig,17.1,1.3,26.8,5,0
2016-07-22,Quezon City,5.5,1.3,12.1,43,0
2016-07-22,Marikina,1.1,0.5,17.1,15,0
2016-07-22,Manila,8.5,0.8,13.8,5,0
2016-07-22,Pasig,22.2,1.2,25.9,5,0
2016-07-23,Quezon City,11.8,0.5,14.6,43,0
2016-07-23,Marikina,8.8,1.4,16.6,15,0
2016-07-23,Manila,4.5,0.5,8.7,5,0
2016-07-23,Pasig,5.0,0.5,5.0,5,0
2016-07-24,Quezon City,3.3,0.6,5.0,43,0
2016-07-24,Marikina,2.8,0.7,8.4,15,0
2016-07-24,Manila,5.7,2.3,9.4,5,0
2016-07-24,Pasig,3.9,0.5,11.5,5,0
2016-07-25,Quezon City,3.6,0.9,14.8,43,0
2016-07-25,Marikina,6.4,0.5,8.2,15,0
2016-07-25,Manila,2.0,0.7,8.5,5,0
2016-07-25,Pasig,16.3,1.3,12.6,5,0
2016-07-26,Quezon City,4.2,0.5,18.8,43,0
2016-07-26,Marikina,7.1,2.5,18.0,15,0
2016-07-26,Manila,6.0,0.5,16.6,5,0
2016-07-26,Pasig,25.7,0.7,26.4,5,0
2016-07-27,Quezon City,6.2,1.5,15.3,43,0
2016-07-27,Marikina,12.4,0.6,11.4,15,0
2016-07-27,Manila,4.3,0.5,16.3,5,0
2016-07-27,Pasig,15.5,3.1,26.1,5,0
2016-07-28,Quezon City,14.0,2.3,25.9,43,0
2016-07-28,Marikina,4.3,1.2,6.9,15,0
2016-07-28,Manila,20.7,3.1,23.8,5,0
2016-07-28,Pasig,10.6,2.3,11.1,5,0
2016-07-29,Quezon City,14.4,1.1,17.0,43,0
2016-07-29,Marikina,8.2,2.7,8.7,15,0
2016-07-29,Manila,2.5,0.5,12.2,5,0
2016-07-29,Pasig,8.8,1.8,15.3,5,0
2016-07-30,Quezon City,8.4,1.0,28.5,43,0
2016-07-30,Marikina,4.2,1.2,11.2,15,0
2016-07-30,Manila,11.5,3.1,12.1,5,0
2016-07-30,Pasig,10.0,2.1,18.2,5,0
2016-07-31,Quezon City,10.9,1.7,16.2,43,0
2016-07-31,Marikina,2.9,0.5,10.3,15,0
2016-07-31,Manila,3.8,0.5,17.8,5,0
2016-07-31,Pasig,13.8,2.0,18.1,5,0
2016-08-01,Quezon City,7.0,0.5,9.1,43,0
2016-08-01,Marikina,10.3,2.4,10.6,15,0
2016-08-01,Manila,18.4,2.4,19.9,5,0
2016-08-01,Pasig,42.0,5.1,20.2,5,1
2016-08-02,Quezon City,1.8,0.5,18.4,43,0
2016-08-02,Marikina,4.9,0.5,19.5,15,0
2016-08-02,Manila,19.6,1.1,21.5,5,0
2016-08-02,Pasig,1.6,1.3,5.0,5,0
2016-08-03,Quezon City,10.7,2.8,10.7,43,0
2016-08-03,Marikina,13.7,1.7,19.5,15,0
2016-08-03,Manila,25.7,2.1,22.8,5,0
2016-08-03,Pasig,1.4,0.6,8.9,5,0
2016-08-04,Quezon City,8.0,0.5,9.1,43,0
2016-08-04,Marikina,8.9,0.5,15.4,15,0
2016-08-04,Manila,1.8,2.2,12.2,5,0
2016-08-04,Pasig,8.2,0.5,18.7,5,0
2016-08-05,Quezon City,23.4,1.8,24.6,43,0
2016-08-05,Marikina,31.6,5.0,28.3,15,1
2016-08-05,Manila,13.8,1.0,15.7,5,0
2016-08-05,Pasig,7.4,2.0,8.6,5,0
2016-08-06,Quezon City,3.5,0.5,19.9,43,0
2016-08-06,Marikina,2.8,0.5,8.8,15,0
2016-08-06,Manila,11.4,1.0,16.1,5,0
2016-08-06,Pasig,5.5,0.5,15.0,5,0
2016-08-07,Quezon City,2.9,0.5,5.0,43,0
2016-08-07,Marikina,16.2,3.6,14.6,15,0
2016-08-07,Manila,5.4,0.7,13.6,5,0
2016-08-07,Pasig,12.1,0.5,15.7,5,0
2016-08-08,Quezon City,21.6,1.3,29.8,43,0
2016-08-08,Marikina,6.2,0.5,15.6,15,0
2016-08-08,Manila,31.6,1.3,31.8,5,1
2016-08-08,Pasig,15.8,1.7,13.8,5,0
2016-08-09,Quezon City,15.2,0.7,18.3,43,0
2016-08-09,Marikina,5.8,0.5,22.8,15,0
2016-08-09,Manila,12.0,1.2,23.4,5,0
2016-08-09,Pasig,4.0,1.0,14.5,5,0
2016-08-10,Quezon City,9.7,1.5,14.4,43,0
2016-08-10,Marikina,4.1,0.5,14.2,15,0
2016-08-10,Manila,13.6,2.7,17.4,5,0
2016-08-10,Pasig,7.8,0.5,10.5,5,0
2016-08-11,Quezon City,28.9,3.0,20.3,43,0
2016-08-11,Marikina,5.1,0.5,6.1,15,0
2016-08-11,Manila,5.0,0.8,12.1,5,0
2016-08-11,Pasig,18.8,3.3,20.7,5,0
2016-08-12,Quezon City,11.5,0.5,21.3,43,0
2016-08-12,Marikina,25.5,3.4,34.1,15,0
2016-08-12,Manila,12.6,2.7,9.9,5,0
2016-08-12,Pasig,12.4,0.5,19.7,5,0
2016-08-13,Quezon City,7.6,0.5,9.8,43,0
2016-08-13,Marikina,5.3,0.5,12.0,15,0
2016-08-13,Manila,29.9,1.8,25.0,5,0
2016-08-13,Pasig,24.8,3.0,31.9,5,0
2016-08-14,Quezon City,8.8,0.5,15.3,43,0
2016-08-14,Marikina,5.9,0.5,13.6,15,0
2016-08-14,Manila,14.8,1.4,16.9,5,0
2016-08-14,Pasig,8.7,1.2,9.0,5,0
2016-08-15,Quezon City,9.2,0.5,19.5,43,0
2016-08-15,Marikina,18.2,0.5,26.0,15,0
2016-08-15,Manila,6.4,0.5,8.1,5,0
2016-08-15,Pasig,22.6,0.9,24.6,5,0
2016-08-16,Quezon City,5.2,0.5,15.1,43,0
2016-08-16,Marikina,12.1,0.5,25.7,15,0
2016-08-16,Manila,2.4,0.5,11.4,5,0
2016-08-16,Pasig,5.5,0.5,5.9,5,0
2016-08-17,Quezon City,17.4,0.5,27.3,43,0
2016-08-17,Marikina,11.5,1.3,18.1,15,0
2016-08-17,Manila,6.2,0.5,19.5,5,0
2016-08-17,Pasig,12.0,1.6,5.0,5,0
2016-08-18,Quezon City,4.0,0.5,9.1,43,0
2016-08-18,Marikina,7.1,1.9,23.9,15,0
2016-08-18,Manila,1.4,0.5,10.2,5,0
2016-08-18,Pasig,30.5,4.3,33.2,5,1
2016-08-19,Quezon City,4.9,0.5,16.8,43,0
2016-08-19,Marikina,20.8,1.8,22.0,15,0
2016-08-19,Manila,36.1,2.0,25.4,5,1
2016-08-19,Pasig,10.8,1.1,28.0,5,0
2016-08-20,Quezon City,6.9,0.8,16.7,43,0
2016-08-20,Marikina,7.6,1.6,7.3,15,0
2016-08-20,Manila,30.9,3.1,30.2,5,1
2016-08-20,Pasig,9.9,2.2,20.3,5,0
2016-08-21,Quezon City,11.1,1.3,17.2,43,0
2016-08-21,Marikina,2.5,0.5,12.7,15,0
2016-08-21,Manila,4.4,1.8,22.8,5,0
2016-08-21,Pasig,27.9,1.3,17.8,5,0
2016-08-22,Quezon City,9.0,0.5,20.7,43,0
2016-08-22,Marikina,17.3,1.6,21.7,15,0
2016-08-22,Manila,16.6,2.8,24.6,5,0
2016-08-22,Pasig,3.5,0.5,16.8,5,0
2016-08-23,Quezon City,11.6,1.2,26.0,43,0
2016-08-23,Marikina,14.5,0.6,13.3,15,0
2016-08-23,Manila,1.5,0.5,10.9,5,0
2016-08-23,Pasig,7.2,1.5,15.6,5,0
2016-08-24,Quezon City,17.2,1.4,13.7,43,0
2016-08-24,Marikina,18.7,1.9,23.8,15,0
2016-08-24,Manila,2.0,0.5,20.5,5,0
2016-08-24,Pasig,4.0,0.5,15.8,5,0
2016-08-25,Quezon City,4.9,1.2,11.3,43,0
2016-08-25,Marikina,11.4,0.5,17.0,15,0
2016-08-25,Manila,2.9,0.5,6.5,5,0
2016-08-25,Pasig,4.1,0.5,6.5,5,0
2016-08-26,Quezon City,13.9,1.9,19.0,43,0
2016-08-26,Marikina,11.5,0.5,11.6,15,0
2016-08-26,Manila,19.1,4.1,20.4,5,0
2016-08-26,Pasig,6.2,0.5,9.5,5,0
2016-08-27,Quezon City,10.7,1.7,19.0,43,0
2016-08-27,Marikina,7.4,1.1,15.4,15,0
2016-08-27,Manila,4.5,1.3,6.5,5,0
2016-08-27,Pasig,7.9,0.6,14.3,5,0
2016-08-28,Quezon City,26.3,2.2,17.6,43,0
2016-08-28,Marikina,9.5,1.0,20.9,15,0
2016-08-28,Manila,26.3,2.5,29.5,5,0
2016-08-28,Pasig,12.3,1.7,20.3,5,0
2016-08-29,Quezon City,16.0,1.3,22.4,43,0
2016-08-29,Marikina,5.2,0.6,14.3,15,0
2016-08-29,Manila,9.6,0.5,10.2,5,0
2016-08-29,Pasig,7.5,0.5,15.3,5,0
2016-08-30,Quezon City,6.5,0.7,15.4,43,0
2016-08-30,Marikina,2.1,0.5,5.0,15,0
2016-08-30,Manila,16.0,3.9,34.2,5,0
2016-08-30,Pasig,7.2,0.5,13.1,5,0
2016-08-31,Quezon City,25.4,3.1,19.6,43,0
2016-08-31,Marikina,12.0,0.5,21.3,15,0
2016-08-31,Manila,6.6,0.8,5.0,5,0
2016-08-31,Pasig,14.6,0.5,16.7,5,0
2016-09-01,Quezon City,6.0,1.1,9.4,43,0
2016-09-01,Marikina,10.6,1.1,16.1,15,0
2016-09-01,Manila,3.3,0.5,18.8,5,0
2016-09-01,Pasig,5.1,0.5,14.2,5,0
2016-09-02,Quezon City,5.7,0.5,9.4,43,0
2016-09-02,Marikina,9.0,0.7,24.7,15,0
2016-09-02,Manila,10.6,1.3,15.2,5,0
2016-09-02,Pasig,3.5,0.5,18.3,5,0
2016-09-03,Quezon City,5.4,0.5,17.7,43,0
2016-09-03,Marikina,4.2,0.7,8.3,15,0
2016-09-03,Manila,2.4,0.5,5.0,5,0
2016-09-03,Pasig,0.8,0.5,10.0,5,0
2016-09-04,Quezon City,3.2,0.5,13.9,43,0
2016-09-04,Marikina,10.5,1.5,10.8,15,0
2016-09-04,Manila,5.7,0.5,15.8,5,0
2016-09-04,Pasig,10.1,2.6,13.8,5,0
2016-09-05,Quezon City,8.8,1.1,13.6,43,0
2016-09-05,Marikina,3.4,1.3,6.6,15,0
